Operacao,area,ope,Objetivo_da_Operacao,Aplicacao_de_Recursos,Tempo_Em_Anos,Percentual_de_Subsidio,Operacao_Prefixada,Pendencia_de_Cobertura_do_PROAGRO,Expurgo_da_Operacao,Tipo_de_Assistencia_Tecnica,Tipo_de_Renegociacao,Amparo_da_Operacao,Operacao_Especial,Associados_Beneficiados,Agricultura_Familiar,Pessoas_Assentadas,Grupo_do_Cliente,Faixa_valores,Tipo_de_Cobertura,Pend??ncia_do_PROCERA,Total_do_FNE_Risco,Tipo_de_Tratamento,Forma_de_Credito,Tipo_de_PROAGRO,Operacao_Estruturada,Cultura_Consorciada,Garantia_LCA,Incidencia_de_IOF,Motivo_Renegociacao,Custo_Efetivo_Total,Tipo_de_Conta,Setor_de_Atividade,Subsidio,Destinacao_de_Recursos,Contra_Partida_do_BID,Semi_Arido,Finalidade_do_Financiamento,Agricultura_Irrigada,Tipo_de_Correcao,Fonte_de_Recursos,Programa_de_Credito,Categoria_do_Produtor,Tipo_de_Recurso,Garantia,Operacao_Alongada,Risco_FNE,Tipo_Lei,Operacao_Consignacao,Tem_Bonus,Tem_debito,Tem_garantia,Tem_Indexador_mensal,Tem_Indexador_diario,Tem_Credito_Evento_Semestral,Tem_Credito_Evento_Anual,Tem_Credito_Evento_Mensal,Tem_Credito_Evento_Trimestral,Tem_Debito_Evento_Semestral,Tem_Debito_Evento_Anual,Tem_Debito_Evento_Mensal,Tem_Debito_Evento_Trimestral,Tem_Debito_Evento_Diario,Tem_Desembolso_Unico,Tem_Carencia,E_Renegociada,E_Transferida,Tem_Prejuizo
2.TTBC.B8FVG02801.2,2,2,32,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,56,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,1,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG03REE.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG03REE.2,2,2,31,23,1,0,2,0,0,1,0,0,0,NULL,0,NULL,3,4,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,2,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG03RWW.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,48,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,304,7,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG03RWW.2,2,2,31,23,1,0,2,0,0,1,0,0,0,NULL,0,NULL,48,5,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,7,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG03501.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG03501.2,2,2,31,23,1,0,2,0,0,1,0,0,0,NULL,0,NULL,3,4,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,2,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG03601.1,2,1,31,23,0,0,1,0,0,1,0,0,43,NULL,0,NULL,4,7,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,2,4,1,2,24,304,4,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG03601.2,2,2,31,23,0,0,2,0,0,1,0,0,43,NULL,0,NULL,4,6,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,2,4,1,2,1,409,4,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG03601.7,2,7,31,23,0,0,1,1,0,NULL,0,NULL,44,NULL,0,NULL,NULL,7,NULL,NULL,0,2,3,0,0,0,NULL,0,NULL,NULL,3,4,0,NULL,1,2,4,1,2,24,304,4,NULL,0,NULL,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG03601.8,2,8,31,23,0,0,2,1,0,NULL,0,NULL,44,NULL,0,NULL,NULL,6,NULL,NULL,0,2,3,0,0,0,NULL,1,NULL,NULL,3,4,0,NULL,1,2,4,1,2,1,409,4,NULL,0,NULL,0,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG03701.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,56,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,1,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2.TTBC.B8FVG03701.2,2,2,31,23,1,0,2,0,0,1,0,0,0,NULL,0,NULL,56,4,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,1,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2.TTBC.B8FVG03801.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,3,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,441,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG03801.2,2,2,31,23,1,0,2,0,0,1,0,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,2,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG04SSW.1,2,1,31,23,0,0,1,0,0,1,0,0,43,NULL,0,NULL,4,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,304,4,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG04SSW.2,2,2,31,23,0,0,2,0,0,1,0,0,43,NULL,0,NULL,4,5,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,4,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG04SSW.3,2,3,31,23,0,0,1,1,0,NULL,0,NULL,44,NULL,0,NULL,NULL,6,NULL,NULL,0,2,3,0,0,0,NULL,0,NULL,NULL,3,4,0,NULL,1,1,4,1,2,24,304,4,NULL,0,NULL,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG04SSW.4,2,4,31,23,0,0,2,1,0,NULL,0,NULL,44,NULL,0,NULL,NULL,5,NULL,NULL,0,2,3,0,0,0,NULL,1,NULL,NULL,3,4,0,NULL,1,1,4,1,2,1,409,4,NULL,0,NULL,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG04REE.1,2,1,31,23,1,0,2,0,0,1,0,0,0,NULL,0,NULL,56,4,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,1,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG04REE.2,2,2,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,56,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,441,1,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG04RWW.1,2,1,31,23,1,0,2,0,0,1,0,0,0,NULL,0,NULL,3,4,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,2,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG04RWW.2,2,2,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG04501.1,2,1,31,23,1,0,2,0,0,1,0,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,2,4,1,2,1,409,2,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG04501.2,2,2,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,3,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,2,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG04501.4,2,4,18,23,2,0,2,1,0,NULL,2,NULL,0,NULL,0,NULL,NULL,4,NULL,NULL,0,2,3,0,0,0,NULL,1,NULL,NULL,3,4,0,NULL,1,2,4,1,2,1,409,2,NULL,0,NULL,0,2,NULL,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG04501.5,2,5,18,23,2,0,2,1,0,NULL,2,NULL,0,NULL,0,NULL,NULL,5,NULL,NULL,0,2,3,0,0,0,NULL,0,NULL,NULL,3,4,0,NULL,1,2,4,1,2,24,443,2,NULL,0,NULL,0,2,NULL,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG04801.1,2,1,31,23,1,0,2,0,0,1,0,0,0,NULL,0,NULL,56,4,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,1,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG04801.2,2,2,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,56,5,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,1,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG04901.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,56,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,1,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG04901.2,2,2,31,23,1,0,2,0,0,1,0,0,0,NULL,0,NULL,56,4,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,1,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG05001.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,3,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,444,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2.TTBC.B8FVG05SSW.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,3,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG05REE.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG05TTG.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,3,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG05RWW.1,2,1,31,23,1,0,2,0,0,1,0,0,0,NULL,0,NULL,3,4,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,2,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG05RWW.2,2,2,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG05RWW.3,2,3,31,23,2,0,2,0,0,1,6,0,0,NULL,0,NULL,3,3,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,2,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG05RWW.4,2,4,31,23,2,0,1,0,0,1,6,0,0,NULL,0,NULL,3,4,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG05501.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG05501.2,2,2,31,23,2,0,1,0,0,1,6,0,0,NULL,0,NULL,3,4,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG05701.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,3,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,442,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2.TTBC.B8FVG05701.2,2,2,18,23,2,0,1,1,0,NULL,2,NULL,0,NULL,0,NULL,NULL,5,NULL,NULL,0,2,3,0,0,0,NULL,0,NULL,NULL,3,4,0,NULL,1,1,4,1,2,24,442,2,NULL,0,NULL,0,2,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG05801.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,3,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2.TTBC.B8FVG05801.2,2,2,31,23,2,0,1,0,0,1,6,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG05801.3,2,3,31,23,3,0,1,1,0,NULL,2,NULL,0,NULL,0,NULL,NULL,5,NULL,NULL,0,2,3,0,0,0,NULL,0,NULL,NULL,3,4,0,NULL,1,1,4,1,2,24,443,2,NULL,0,NULL,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG06001.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,56,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,1,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG06001.2,2,2,31,23,2,0,1,0,0,1,6,0,0,NULL,0,NULL,56,4,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,1,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG06SSW.1,2,1,31,23,3,0,1,0,0,1,0,0,0,NULL,0,NULL,3,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,444,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2.TTBC.B8FVG06SSW.2,2,2,31,23,3,0,1,0,0,1,6,0,0,NULL,0,NULL,3,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,444,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG06SSW.3,2,3,31,23,3,0,1,0,0,1,6,0,0,NULL,0,NULL,3,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,444,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG06TTG.1,2,1,31,23,2,0,5,0,0,1,0,0,22,NULL,0,NULL,4,6,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,3,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG06TTG.2,2,2,31,23,3,0,5,0,0,1,6,0,22,NULL,0,NULL,4,6,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,3,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG06302.1,2,1,31,23,2,0,1,0,0,1,0,0,22,NULL,0,NULL,4,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,305,3,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG06302.2,2,2,31,23,3,0,1,0,0,1,6,0,22,NULL,0,NULL,4,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,305,3,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG06RWW.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,56,4,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,1,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG06501.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,56,4,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,1,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG06501.2,2,2,31,23,2,0,1,0,0,1,6,0,0,NULL,0,NULL,56,4,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,1,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG06601.1,2,1,31,23,3,0,1,0,0,1,0,0,0,NULL,0,NULL,3,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2.TTBC.B8FVG06701.1,2,1,31,23,3,0,1,0,0,1,0,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2.TTBC.B8FVG06801.1,2,1,31,23,3,0,1,0,0,1,0,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG06801.2,2,2,31,23,3,0,1,0,0,1,6,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B8FVG06901.1,2,1,31,23,3,0,1,0,0,1,0,0,0,NULL,0,NULL,48,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,304,7,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B8FVG06901.2,2,2,31,23,3,0,1,0,0,1,6,0,0,NULL,0,NULL,48,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,304,7,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B9FVG00SSW.1,2,1,31,23,3,0,1,0,0,1,0,0,0,NULL,0,NULL,3,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,444,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2.TTBC.B9FVG00SSW.2,2,2,31,23,3,0,1,0,0,1,6,0,0,NULL,0,NULL,3,6,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,444,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B9FVG00REE.1,2,1,31,23,2,0,1,0,0,1,0,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B9FVG00REE.2,2,2,31,23,2,0,1,0,0,1,6,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B9FVG00TTG.1,2,1,31,23,0,0,1,0,0,1,0,0,0,NULL,0,NULL,56,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2.TTBC.B9FVG00601.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,56,4,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,1,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B9FVG00801.1,2,1,31,23,1,0,1,0,0,1,0,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B9FVG00801.2,2,2,31,23,1,0,1,0,0,1,6,0,0,NULL,0,NULL,3,4,NULL,NULL,0,2,3,9,NULL,0,NULL,0,NULL,NULL,3,4,1,NULL,1,1,4,1,2,24,443,2,NULL,0,0,0,NULL,NULL,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2.TTBC.B9FVG00901.1,2,1,31,23,2,0,5,0,0,1,0,0,22,NULL,0,NULL,4,6,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,3,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.TTBC.B9FVG00901.2,2,2,31,23,2,0,5,0,0,1,6,0,22,NULL,0,NULL,4,6,NULL,NULL,0,2,3,9,NULL,0,NULL,1,NULL,NULL,3,4,1,NULL,1,1,4,1,2,1,409,3,NULL,0,0,0,NULL,NULL,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
